,player_height,player_name,team_conference,team_name,player_height_in
2662,6-5,Que Johnson,Pac-12 Conference,Washington St,77
2663,6-7,Brett Boese,Pac-12 Conference,Washington St,79
2664,7-0,Conor Clifford,Pac-12 Conference,Washington St,84
2665,6-10,Valentine Izundu,Pac-12 Conference,Washington St,82
2666,6-7,Tommy Carpenter,Ivy League,Dartmouth,79
2667,6-1,Cameron Smith,Ivy League,Dartmouth,73
2668,6-6,Ike Ngwudo,Ivy League,Dartmouth,78
2669,6-7,Connor Boehm,Ivy League,Dartmouth,79
2670,6-4,Taylor Johnson,Ivy League,Dartmouth,76
2671,6-8,Matt Rennie,Ivy League,Dartmouth,80
2672,5-9,Malik Gill,Ivy League,Dartmouth,69
2673,6-2,Michael Stones,Ivy League,Dartmouth,74
2674,6-8,Evan Boudreaux,Ivy League,Dartmouth,80
2675,6-2,Guilien Smith,Ivy League,Dartmouth,74
2676,6-3,Kevin Crescenzi,Ivy League,Dartmouth,75
2677,6-7,Wesley Dickinson,Ivy League,Dartmouth,79
2678,6-4,Miles Wright,Ivy League,Dartmouth,76
2679,6-5,Quinten Payne,Ivy League,Dartmouth,77
2680,6-8,Brandon McDonnell,Ivy League,Dartmouth,80
2681,6-6,Eli Harrison,Ivy League,Dartmouth,78
2682,6-11,Cole Harrison,Ivy League,Dartmouth,83
2683,6-6,Jaycee Hillsman,Mountain West Conference,San Jose State,78
2684,6-5,Gary Williams Jr.,Mountain West Conference,San Jose State,77
2685,6-6,Brandon Mitchell,Mountain West Conference,San Jose State,78
2686,6-8,Ivo Basor,Mountain West Conference,San Jose State,80
2687,6-0,Danny Mahoney,Mountain West Conference,San Jose State,72
2688,6-7,Brandon Clarke,Mountain West Conference,San Jose State,79
2689,6-3,Isaac Thornton,Mountain West Conference,San Jose State,75
2690,6-3,Jalen James,Mountain West Conference,San Jose State,75
2691,6-6,Princeton Onwas,Mountain West Conference,San Jose State,78
2692,6-9,Ryan Singer,Mountain West Conference,San Jose State,81
2693,6-11,Leon Bahner,Mountain West Conference,San Jose State,83
2694,6-5,Andrew Vollert,Mountain West Conference,San Jose State,77
2695,6-9,Ryan Welage,Mountain West Conference,San Jose State,81
2696,6-8,Cody Schwartz,Mountain West Conference,San Jose State,80
2697,6-2,Tyler Winston,Mountain West Conference,San Jose State,74
2698,6-11,Ashtin Chastain,Mountain West Conference,San Jose State,83
2699,5-11,Johnnie Shuler,Atlantic 10 Conference,La Salle,71
2700,6-2,Amar Stukes,Atlantic 10 Conference,La Salle,74
2701,6-1,Pookie Powell,Atlantic 10 Conference,La Salle,73
2702,6-6,Cleon Roberts,Atlantic 10 Conference,La Salle,78
2703,5-11,Hank Davis,Atlantic 10 Conference,La Salle,71
2704,6-10,Tony Washington,Atlantic 10 Conference,La Salle,82
2705,6-1,O.J. Lewis,Atlantic 10 Conference,La Salle,73
2706,6-7,Yevgen Sakhniuk,Atlantic 10 Conference,La Salle,79
2707,6-5,Karl Harris,Atlantic 10 Conference,La Salle,77
2708,6-5,Jordan Price,Atlantic 10 Conference,La Salle,77
2709,6-5,Dusan Majstorovic,Atlantic 10 Conference,La Salle,77
2710,6-6,Rohan Brown,Atlantic 10 Conference,La Salle,78
2711,6-9,Demetrius Henry,Atlantic 10 Conference,La Salle,81
2712,6-7,B.J. Johnson,Atlantic 10 Conference,La Salle,79
2713,6-7,Junior Etou,American Athletic Conference,Tulsa,79
2714,6-7,Rashad Smith,American Athletic Conference,Tulsa,79
2715,5-11,Corey Haith,American Athletic Conference,Tulsa,71
2716,6-4,Shaquille Harrison,American Athletic Conference,Tulsa,76
2717,6-1,Sterling Taplin,American Athletic Conference,Tulsa,73
2718,5-10,Rashad Ray,American Athletic Conference,Tulsa,70
2719,6-3,James Woodard,American Athletic Conference,Tulsa,75
2720,6-5,Pat Birt,American Athletic Conference,Tulsa,77
2721,6-4,Kajon Brown,American Athletic Conference,Tulsa,76
2722,6-8,Tk Edogi,American Athletic Conference,Tulsa,80
2723,6-3,Marquel Curtis,American Athletic Conference,Tulsa,75
2724,6-1,Nick Wood,American Athletic Conference,Tulsa,73
2725,6-9,D'Andre Wright,American Athletic Conference,Tulsa,81
2726,6-9,Brandon Swannegan,American Athletic Conference,Tulsa,81
2727,6-11,Emmanuel Ezechinonso,American Athletic Conference,Tulsa,83
2728,5-11,Frank Mason III,Big 12 Conference,Kansas,71
2729,6-5,Wayne Selden Jr.,Big 12 Conference,Kansas,77
2730,6-5,Lagerald Vick,Big 12 Conference,Kansas,77
2731,6-2,Devonte' Graham,Big 12 Conference,Kansas,74
2732,6-3,Evan Manning,Big 12 Conference,Kansas,75
2733,6-8,Sviatoslav Mykhailiuk,Big 12 Conference,Kansas,80
2734,6-2,Tyler Self,Big 12 Conference,Kansas,74
2735,6-9,Cheick Diallo,Big 12 Conference,Kansas,81
2736,6-7,Brannen Greene,Big 12 Conference,Kansas,79
2737,6-9,Carlton Bragg Jr.,Big 12 Conference,Kansas,81
2738,6-9,Dwight Coleby,Big 12 Conference,Kansas,81
2739,6-8,Jamari Traylor,Big 12 Conference,Kansas,80
2740,6-10,Landen Lucas,Big 12 Conference,Kansas,82
2741,6-8,Perry Ellis,Big 12 Conference,Kansas,80
2742,6-10,Hunter Mickelson,Big 12 Conference,Kansas,82
2743,5-11,DeWayne Russell,Western Athletic Conference,Grand Canyon,71
2744,6-6,Grandy Glaze,Western Athletic Conference,Grand Canyon,78
2745,6-4,Joshua Braun,Western Athletic Conference,Grand Canyon,76
2746,6-3,Ryan Majerle,Western Athletic Conference,Grand Canyon,75
2747,6-8,Matt Jackson,Western Athletic Conference,Grand Canyon,80
2748,6-4,Dominic Magee,Western Athletic Conference,Grand Canyon,76
2749,6-1,De'Andre Davis,Western Athletic Conference,Grand Canyon,73
2750,6-9,Daniel Alexander,Western Athletic Conference,Grand Canyon,81
2751,6-11,Boubacar Toure,Western Athletic Conference,Grand Canyon,83
2752,6-8,Uros Ljeskovic,Western Athletic Conference,Grand Canyon,80
2753,6-9,Kerwin Smith,Western Athletic Conference,Grand Canyon,81
2754,6-3,Jevon Estelle,Western Athletic Conference,Grand Canyon,75
2755,6-6,Keonta Vernon,Western Athletic Conference,Grand Canyon,78
2756,6-7,Zach Tolson,Western Athletic Conference,Grand Canyon,79
2757,6-4,Kenzo Nudo,Western Athletic Conference,Grand Canyon,76
2758,6-6,Gerard Martin,Western Athletic Conference,Grand Canyon,78
2759,6-2,Deandre Burnett,Southeastern Conference,Ole Miss,74
2760,6-3,Martavious Newby,Southeastern Conference,Ole Miss,75
2761,6-2,J.T. Escobar,Southeastern Conference,Ole Miss,74
2762,6-4,Terence Davis,Southeastern Conference,Ole Miss,76
2763,6-2,Sam Finley,Southeastern Conference,Ole Miss,74
2764,6-9,Sebastian Saiz,Southeastern Conference,Ole Miss,81
2765,6-9,Tomasz Gielo,Southeastern Conference,Ole Miss,81
2766,6-9,Anthony Perez,Southeastern Conference,Ole Miss,81
2767,6-5,Rasheed Brooks,Southeastern Conference,Ole Miss,77
2768,6-3,Alex Sheppard,Southeastern Conference,Ole Miss,75
2769,6-4,Donte Fitzpatrick-Dorsey,Southeastern Conference,Ole Miss,76
2770,6-6,Marcanvis Hymon,Southeastern Conference,Ole Miss,78
2771,6-6,Terry Brutus,Southeastern Conference,Ole Miss,78
2772,5-10,Stefan Moody,Southeastern Conference,Ole Miss,70
2773,6-4,Gentrey Thomas,Big West Conference,UC Riverside,76
2774,6-3,Jaylen Bland,Big West Conference,UC Riverside,75
2775,6-3,Chance Murray,Big West Conference,UC Riverside,75
2776,6-7,Taylor Johns,Big West Conference,UC Riverside,79
2777,6-0,Steven Jones,Big West Conference,UC Riverside,72
2778,6-3,DJ Slyvester,Big West Conference,UC Riverside,75
2779,6-7,Robert Boezeman,Big West Conference,UC Riverside,79
2780,6-5,Eric Rwahwire,Big West Conference,UC Riverside,77
2781,6-4,Steven Thornton,Big West Conference,UC Riverside,76
2782,6-9,Brady Anderson,Big West Conference,UC Riverside,81
2783,6-5,Secean Johnson,Big West Conference,UC Riverside,77
2784,6-9,Alex Larsson,Big West Conference,UC Riverside,81
2785,6-2,Malik Thames,Big West Conference,UC Riverside,74
2786,6-2,Koh Flippin,Big West Conference,UC Riverside,74
2787,6-5,Primitivo Gomez,Big West Conference,UC Riverside,77
2788,7-0,Menno Dijkstra,Big West Conference,UC Riverside,84
2789,6-6,Derrell Taylor,Southwestern Athletic Conference,Jackson State,78
2790,5-10,Yettra Specks,Southwestern Athletic Conference,Jackson State,70
2791,6-4,Raeford Worsham,Southwestern Athletic Conference,Jackson State,76
2792,6-5,Gerrald Maddox,Southwestern Athletic Conference,Jackson State,77
2793,6-5,Kaven Bernard,Southwestern Athletic Conference,Jackson State,77
2794,5-11,Jalen Manumaleuga,Southwestern Athletic Conference,Jackson State,71
2795,6-3,Javeres Brent,Southwestern Athletic Conference,Jackson State,75
2796,6-7,Kenneth Wachira,Southwestern Athletic Conference,Jackson State,79
2797,6-8,Treshawn Bolden,Southwestern Athletic Conference,Jackson State,80
2798,6-8,Treshawn Bolden,Southwestern Athletic Conference,Jackson State,80
2799,6-1,Jonathan Thomas,Southwestern Athletic Conference,Jackson State,73
2800,6-2,Marcus Love,Southwestern Athletic Conference,Jackson State,74
2801,6-2,Dominique Street,Southwestern Athletic Conference,Jackson State,74
2802,6-4,Dontaveon Robinson,Southwestern Athletic Conference,Jackson State,76
2803,6-3,Kenneth Taylor,Southwestern Athletic Conference,Jackson State,75
2804,6-3,Kenneth Taylor,Southwestern Athletic Conference,Jackson State,75
2805,6-8,Janarius Middleton,Southwestern Athletic Conference,Jackson State,80
2806,7-1,Legend Robertin,Atlantic Coast Conference,Clemson,85
2807,6-6,Austin Ajukwa,Atlantic Coast Conference,Clemson,78
2808,6-4,Marcquise Reed,Atlantic Coast Conference,Clemson,76
2809,5-11,Lyles Davis,Atlantic Coast Conference,Clemson,71
2810,6-2,Shelton Mitchell,Atlantic Coast Conference,Clemson,74
2811,6-7,Jaron Blossomgame,Atlantic Coast Conference,Clemson,79
2812,6-3,Gabe DeVoe,Atlantic Coast Conference,Clemson,75
2813,6-1,Ty Hudson,Atlantic Coast Conference,Clemson,73
2814,6-2,Avry Holmes,Atlantic Coast Conference,Clemson,74
2815,6-8,Donte Grantham,Atlantic Coast Conference,Clemson,80
2816,6-1,Jordan Roper,Atlantic Coast Conference,Clemson,73
2817,6-8,Josh Smith,Atlantic Coast Conference,Clemson,80
2818,6-10,Landry Nnoko,Atlantic Coast Conference,Clemson,82
2819,6-1,Riley McGillan,Atlantic Coast Conference,Clemson,73
2820,6-10,Sidy Djitte,Atlantic Coast Conference,Clemson,82
2821,6-6,Donte Ingram,Missouri Valley Conference,Loyola (CHI),78
2822,6-3,Jay Jay Elvir,Missouri Valley Conference,Loyola (CHI),75
2823,6-3,Earl Peterson,Missouri Valley Conference,Loyola (CHI),75
2824,6-4,Devon Turk,Missouri Valley Conference,Loyola (CHI),76
2825,6-7,Pernell Adgei,Missouri Valley Conference,Loyola (CHI),79
2826,6-6,Jay Knuth,Missouri Valley Conference,Loyola (CHI),78
2827,6-9,Julius Rajala,Missouri Valley Conference,Loyola (CHI),81
2828,6-3,Ben Richardson,Missouri Valley Conference,Loyola (CHI),75
2829,6-1,Jeff White,Missouri Valley Conference,Loyola (CHI),73
2830,6-7,Montel James,Missouri Valley Conference,Loyola (CHI),79
2831,6-2,Tyson Smith,Missouri Valley Conference,Loyola (CHI),74
2832,6-9,Maurice Kirby,Missouri Valley Conference,Loyola (CHI),81
2833,6-6,Cal Kennedy,Missouri Valley Conference,Loyola (CHI),78
2834,6-4,Milton Doyle,Missouri Valley Conference,Loyola (CHI),76
2835,6-1,Clayton Custer,Missouri Valley Conference,Loyola (CHI),73
2836,5-7,Cornell Johnston,Ohio Valley - West,E Illinois,67
2837,6-2,LeTrell Viser,Ohio Valley - West,E Illinois,74
2838,6-0,Reggie Smith,Ohio Valley - West,E Illinois,72
2839,6-1,Luke Norman,Ohio Valley - West,E Illinois,73
2840,6-4,Anthony Johnson,Ohio Valley - West,E Illinois,76
2841,6-6,Keenen Anderson,Ohio Valley - West,E Illinois,78
2842,6-4,Trae Anderson,Ohio Valley - West,E Illinois,76
2843,6-6,Jake Verhagen,Ohio Valley - West,E Illinois,78
2844,6-1,Dylan Chatman,Ohio Valley - West,E Illinois,73
2845,6-11,Luke Piotrowski,Ohio Valley - West,E Illinois,83
2846,7-2,Mat Piotrowski,Ohio Valley - West,E Illinois,86
2847,6-3,Julian Robertson,Ohio Valley - West,E Illinois,75
2848,6-7,Justin Earls,Ohio Valley - West,E Illinois,79
2849,6-8,Josh Piper,Ohio Valley - West,E Illinois,80
2850,6-9,Marquese Chriss,Pac-12 Conference,Washington,81
2851,6-0,David Crisp,Pac-12 Conference,Washington,72
2852,6-5,Matisse Thybulle,Pac-12 Conference,Washington,77
2853,6-5,Dejounte Murray,Pac-12 Conference,Washington,77
2854,6-9,Malik Dime,Pac-12 Conference,Washington,81
2855,6-9,Joe Knight,Pac-12 Conference,Washington,81
2856,6-2,Andrew Andrews,Pac-12 Conference,Washington,74
2857,6-3,Kj Garrett,Pac-12 Conference,Washington,75
2858,6-8,Noah Dickerson,Pac-12 Conference,Washington,80
2859,5-10,Dan Kingma,Pac-12 Conference,Washington,70
2860,6-5,Greg Bowman,Pac-12 Conference,Washington,77
2861,6-6,Dominic Green,Pac-12 Conference,Washington,78
2862,6-8,Devenir Duruisseau,Pac-12 Conference,Washington,80
2863,6-8,Matthew Atewe,Pac-12 Conference,Washington,80
2864,6-7,Donaven Dorsey,Pac-12 Conference,Washington,79
2865,6-5,Quevyn Winters,Pac-12 Conference,Washington,77
2866,6-7,Wayne Langston,Ohio Valley - West,Murray State,79
2867,6-0,Bryce Jones,Ohio Valley - West,Murray State,72
2868,6-4,Jeffery Moss,Ohio Valley - West,Murray State,76
2869,6-8,Brion Sanchious,Ohio Valley - West,Murray State,80
2870,5-9,Chad Culbreath,Ohio Valley - West,Murray State,69
2871,6-4,Damarcus Croaker,Ohio Valley - West,Murray State,76
2872,6-5,Gee McGhee,Ohio Valley - West,Murray State,77
2873,6-6,Charles Brown,Ohio Valley - West,Murray State,78
2874,6-3,Justin Seymour,Ohio Valley - West,Murray State,75
2875,6-1,Kedrick Flomo,Ohio Valley - West,Murray State,73
2876,6-9,A.J. Patty,Ohio Valley - West,Murray State,81
2877,6-7,Terron Gilmore,Ohio Valley - West,Murray State,79
2878,6-0,Jonathan Stark,Ohio Valley - West,Murray State,72
2879,6-0,Daquon Ervin,America East Conference,UMBC,72
2880,6-0,Rodney Elliott,America East Conference,UMBC,72
2881,6-5,Malcolm Brent,America East Conference,UMBC,77
2882,5-10,Ben Grace,America East Conference,UMBC,70
2883,6-2,Joel Wincowski,America East Conference,UMBC,74
2884,6-2,Jourdan Grant,America East Conference,UMBC,74
2885,6-2,Jairus Lyles,America East Conference,UMBC,74
2886,6-8,Will Darley,America East Conference,UMBC,80
2887,6-6,Joe Sherburne,America East Conference,UMBC,78
2888,6-3,Ishmail Jabbie,America East Conference,UMBC,75
2889,6-9,Sam Schwietz,America East Conference,UMBC,81
2890,6-10,Nolan Gerrity,America East Conference,UMBC,82
2891,6-10,Jakob Stenhede,America East Conference,UMBC,82
2892,6-8,Cody Joyce,America East Conference,UMBC,80
2893,6-7,Ramses Sandifer,Sun Belt Conference,UL Monroe,79
2894,6-8,Marvin Williams,Sun Belt Conference,UL Monroe,80
2895,6-6,Travis Munnings,Sun Belt Conference,UL Monroe,78
2896,6-7,DeMondre Harvey,Sun Belt Conference,UL Monroe,79
2897,6-2,Marcus Washington,Sun Belt Conference,UL Monroe,74
2898,6-2,Mack Foster,Sun Belt Conference,UL Monroe,74
2899,6-9,Jamaal Samuel,Sun Belt Conference,UL Monroe,81
2900,5-11,Nick Coppola,Sun Belt Conference,UL Monroe,71
2901,6-10,Majok Deng,Sun Belt Conference,UL Monroe,82
2902,6-4,Prince Cooper,Sun Belt Conference,UL Monroe,76
2903,5-10,Lance Richard,Sun Belt Conference,UL Monroe,70
2904,6-8,Roderick Taylor,Sun Belt Conference,UL Monroe,80
2905,6-5,Wade Martin,Sun Belt Conference,UL Monroe,77
2906,6-1,Justin Roberson,Sun Belt Conference,UL Monroe,73
2907,5-11,Quayson Williams,Southern Conference,The Citadel,71
2908,6-1,Matt Frierson,Southern Conference,The Citadel,73
2909,6-6,Trevor Jain,Southern Conference,The Citadel,78
2910,6-3,Warren Sledge,Southern Conference,The Citadel,75
2911,6-8,Tom Koopman,Southern Conference,The Citadel,80
2912,6-2,Tim Broom,Southern Conference,The Citadel,74
2913,5-10,Tommy Olds,Southern Conference,The Citadel,70
2914,6-3,Derrick Henry,Southern Conference,The Citadel,75
2915,6-4,Bobby Duncan,Southern Conference,The Citadel,76
2916,6-7,Connor Schroeder,Southern Conference,The Citadel,79
2917,6-6,Qwandell Newton,Southern Conference,The Citadel,78
2918,6-5,Cager Hicks,Southern Conference,The Citadel,77
2919,6-8,Brian White,Southern Conference,The Citadel,80
2920,6-5,Quinton Marshall,Southern Conference,The Citadel,77
2921,6-7,Zane Najdawi,Southern Conference,The Citadel,79
2922,6-6,Malik Nichols,Colonial Athletic Association,Hofstra,78
2923,6-2,Juan'ya Green,Colonial Athletic Association,Hofstra,74
2924,6-5,Ameen Tanksley,Colonial Athletic Association,Hofstra,77
2925,6-1,Daryl Fowlkes,Colonial Athletic Association,Hofstra,73
2926,6-1,Justin Wright-Foreman,Colonial Athletic Association,Hofstra,73
2927,6-1,Desure Buie,Colonial Athletic Association,Hofstra,73
2928,6-9,Rokas Gustys,Colonial Athletic Association,Hofstra,81
2929,6-8,Denton Koon,Colonial Athletic Association,Hofstra,80
2930,6-2,Brian Bernardi,Colonial Athletic Association,Hofstra,74
2931,6-2,Adam Savion,Colonial Athletic Association,Hofstra,74
2932,6-5,Jamall Robinson,Colonial Athletic Association,Hofstra,77
2933,6-8,Hunter Sabety,Colonial Athletic Association,Hofstra,80
2934,6-10,Ibrahim Djambo,Colonial Athletic Association,Hofstra,82
2935,6-10,Andre Walker,Colonial Athletic Association,Hofstra,82
2936,5-11,Deron Powers,Colonial Athletic Association,Hofstra,71
2937,5-11,Keith Hayes II,America East Conference,UMass Lowell,71
2938,6-4,Jordan Shea,America East Conference,UMass Lowell,76
2939,5-10,Chad Holley,America East Conference,UMass Lowell,70
2940,6-3,Ryan Jones,America East Conference,UMass Lowell,75
2941,6-8,Dontavious Smith,America East Conference,UMass Lowell,80
2942,6-2,Jahad Thomas,America East Conference,UMass Lowell,74
2943,6-0,Isaac White,America East Conference,UMass Lowell,72
2944,6-7,Josh Gantz,America East Conference,UMass Lowell,79
2945,6-2,Dj Mlachnik,America East Conference,UMass Lowell,74
2946,6-1,Matt Harris,America East Conference,UMass Lowell,73
2947,6-4,Logan Primerano,America East Conference,UMass Lowell,76
2948,6-6,Tyler Livingston,America East Conference,UMass Lowell,78
2949,6-3,Mark Cornelius,America East Conference,UMass Lowell,75
2950,6-7,Parris Massey,America East Conference,UMass Lowell,79
2951,6-4,Shaq Calhoun,Sun Belt Conference,South Alabama,76
2952,6-3,Ken Williams,Sun Belt Conference,South Alabama,75
2953,6-0,Taishaun Johnson,Sun Belt Conference,South Alabama,72
2954,5-11,Barrington Stevens,Sun Belt Conference,South Alabama,71
2955,6-7,D.J. Muepo,Sun Belt Conference,South Alabama,79
2956,6-7,Georgi Boyanov,Sun Belt Conference,South Alabama,79
2957,7-1,Nikola Marijan,Sun Belt Conference,South Alabama,85
2958,5-11,Devin Epps,Sun Belt Conference,South Alabama,71
2959,6-8,Tafari Whittingham,Sun Belt Conference,South Alabama,80
2960,6-6,Nick Davis,Sun Belt Conference,South Alabama,78
2961,6-4,John Brown,Sun Belt Conference,South Alabama,76
2962,6-6,Nick Stover,Sun Belt Conference,South Alabama,78
2963,6-4,Ethan Haslam,Sun Belt Conference,South Alabama,76
2964,6-4,Luka Andjusic,Sun Belt Conference,South Alabama,76
2965,6-6,Trhae Mitchell,Sun Belt Conference,South Alabama,78
2966,6-7,Josh Ajayi,Sun Belt Conference,South Alabama,79
2967,5-10,Lance Crawford,Sun Belt Conference,South Alabama,70
2968,6-6,Austin Etherington,Big East Conference,Butler,78
2969,5-11,Tyler Lewis,Big East Conference,Butler,71
2970,6-8,Tyler Wideman,Big East Conference,Butler,80
2971,6-3,Jordan Gathers,Big East Conference,Butler,75
2972,6-3,Kethan Savage,Big East Conference,Butler,75
2973,6-8,Jackson Davis,Big East Conference,Butler,80
2974,6-4,Roosevelt Jones,Big East Conference,Butler,76
2975,6-6,Sean McDermott,Big East Conference,Butler,78
2976,6-6,Kellen Dunham,Big East Conference,Butler,78
2977,6-2,Steven Bennett,Big East Conference,Butler,74
2978,6-6,Kelan Martin,Big East Conference,Butler,78
2979,6-4,Trey Pettus,Big East Conference,Butler,76
2980,6-7,Andrew Chrabascz,Big East Conference,Butler,79
2981,6-10,Nate Fowler,Big East Conference,Butler,82
2982,6-4,Christian Benzon,Missouri Valley Conference,Evansville,76
2983,6-0,Jaylon Brown,Missouri Valley Conference,Evansville,72
2984,6-3,Duane Gibson,Missouri Valley Conference,Evansville,75
2985,6-6,Mislav Brzoja,Missouri Valley Conference,Evansville,78
2986,6-4,Adam Wing,Missouri Valley Conference,Evansville,76
2987,5-11,Harris Brown,Missouri Valley Conference,Evansville,71
2988,7-1,Sergej Vucetic,Missouri Valley Conference,Evansville,85
2989,6-7,Willie Wiley,Missouri Valley Conference,Evansville,79
2990,6-2,D.J. Balentine,Missouri Valley Conference,Evansville,74
2991,6-8,David Howard,Missouri Valley Conference,Evansville,80
2992,6-5,Blake Simmons,Missouri Valley Conference,Evansville,77
2993,6-10,Egidijus Mockevicius,Missouri Valley Conference,Evansville,82
2994,6-7,Ahmad Wagner,Big Ten Conference,Iowa,79
2995,6-8,Dale Jones,Big Ten Conference,Iowa,80
2996,6-5,Andrew Fleming,Big Ten Conference,Iowa,77
2997,6-4,Michael Soukup,Big Ten Conference,Iowa,76
2998,6-5,Isaiah Moss,Big Ten Conference,Iowa,77
2999,6-2,Anthony Clemmons,Big Ten Conference,Iowa,74
3000,6-2,Mike Gesell,Big Ten Conference,Iowa,74
3001,6-6,Christian Williams,Big Ten Conference,Iowa,78
3002,6-4,Steven Soukup,Big Ten Conference,Iowa,76
3003,6-6,Peter Jok,Big Ten Conference,Iowa,78
3004,6-9,Jarrod Uthoff,Big Ten Conference,Iowa,81
3005,6-7,Okey Ukah,Big Ten Conference,Iowa,79
3006,6-4,Brady Ellingson,Big Ten Conference,Iowa,76
3007,6-8,Dom Uhl,Big Ten Conference,Iowa,80
3008,6-6,Brandon Hutton,Big Ten Conference,Iowa,78
3009,7-1,Adam Woodbury,Big Ten Conference,Iowa,85
3010,6-7,Nicholas Baer,Big Ten Conference,Iowa,79
3011,6-9,Francois Lewis,Mid-Eastern Athletic Conference,Florida A&M,81
3012,6-8,Nick Severado,Mid-Eastern Athletic Conference,Florida A&M,80
3013,6-8,Trey Warren,Mid-Eastern Athletic Conference,Florida A&M,80
3014,6-3,Craig Bowman,Mid-Eastern Athletic Conference,Florida A&M,75
3015,5-9,Jerran Foster,Mid-Eastern Athletic Conference,Florida A&M,69
3016,6-4,Johnathan Spicer,Mid-Eastern Athletic Conference,Florida A&M,76
3017,6-5,Malcolm Bernard,Mid-Eastern Athletic Conference,Florida A&M,77
3018,6-10,Jordan Jackson,Mid-Eastern Athletic Conference,Florida A&M,82
3019,6-9,Mario Karailiev,Mid-Eastern Athletic Conference,Florida A&M,81
3020,6-1,Justin Ravenal,Mid-Eastern Athletic Conference,Florida A&M,73
3021,6-3,Dalvin Roberts,Mid-Eastern Athletic Conference,Florida A&M,75
3022,6-5,Walter Davis,Mid-Eastern Athletic Conference,Florida A&M,77
3023,6-9,Emanuel Pellot,Mid-Eastern Athletic Conference,Florida A&M,81
3024,6-0,Chauncey Collins,Big 12 Conference,TCU,72
3025,6-2,Michael Williams,Big 12 Conference,TCU,74
3026,6-6,Brandon Parrish,Big 12 Conference,TCU,78
3027,6-2,Christian Gore,Big 12 Conference,TCU,74
3028,6-10,Karviar Shepherd,Big 12 Conference,TCU,82
3029,6-3,Dalton Dry,Big 12 Conference,TCU,75
3030,6-6,Hudson Price,Big 12 Conference,TCU,78
3031,7-1,Link Kabadyundi,Big 12 Conference,TCU,85
3032,6-8,Devonta Abron,Big 12 Conference,TCU,80
3033,6-8,Chris Washburn,Big 12 Conference,TCU,80
3034,6-7,Kenrich Williams,Big 12 Conference,TCU,79
3035,6-7,Dwayne Benjamin,Pac-12 Conference,Oregon,79
3036,6-9,Jordan Bell,Pac-12 Conference,Oregon,81
3037,6-3,Casey Benson,Pac-12 Conference,Oregon,75
3038,6-4,Tyler Dorsey,Pac-12 Conference,Oregon,76
3039,6-1,Theo Friedman,Pac-12 Conference,Oregon,73
3040,6-0,Kendall Small,Pac-12 Conference,Oregon,72
3041,6-6,Elgin Cook,Pac-12 Conference,Oregon,78
3042,6-6,Dillon Brooks,Pac-12 Conference,Oregon,78
3043,6-2,Dylan Ennis,Pac-12 Conference,Oregon,74
3044,6-9,Trevor Manuel,Pac-12 Conference,Oregon,81
3045,6-10,Roman Sorkin,Pac-12 Conference,Oregon,82
3046,6-0,Siyani Chambers,Ivy League,Harvard,72
3047,6-1,James McLean,Ivy League,Harvard,73
3048,6-1,Tommy McCarthy,Ivy League,Harvard,73
3049,6-9,Zena Edosomwan,Ivy League,Harvard,81
3050,6-7,Hunter Myers,Ivy League,Harvard,79
3051,6-7,Patrick Steeves,Ivy League,Harvard,79
3052,6-9,Chris Egi,Ivy League,Harvard,81
3053,5-11,Matt Fraschilla,Ivy League,Harvard,71
3054,6-4,Andre Chatfield,Ivy League,Harvard,76
3055,6-10,Balsa Dragovic,Ivy League,Harvard,82
3056,6-2,Corbin Miller,Ivy League,Harvard,74
3057,6-6,Zach Yoshor,Ivy League,Harvard,78
3058,6-6,Weisner Perez,Ivy League,Harvard,78
3059,6-5,Corey Johnson,Ivy League,Harvard,77
3060,6-8,Evan Cummins,Ivy League,Harvard,80
3061,6-8,Agunwa Okolie,Ivy League,Harvard,80
3062,6-4,Connor Kern,Sun Belt Conference,Arkansas State,76
3063,6-4,Devin Carter,Sun Belt Conference,Arkansas State,76
3064,6-0,Josh Pierre,Sun Belt Conference,Arkansas State,72
3065,5-10,P.J. Hardwick,Sun Belt Conference,Arkansas State,70
3066,6-5,Frederic Dure,Sun Belt Conference,Arkansas State,77
3067,6-6,Charles Waters,Sun Belt Conference,Arkansas State,78
3068,6-5,Sean Gardner,Sun Belt Conference,Arkansas State,77
3069,6-3,C.J. Foster,Sun Belt Conference,Arkansas State,75
3070,6-9,Kelvin Downs,Sun Belt Conference,Arkansas State,81
3071,6-8,Anthony Livingston,Sun Belt Conference,Arkansas State,80
3072,6-10,Nouhoum Bocoum,Sun Belt Conference,Arkansas State,82
3073,6-0,Cameron Golden,Sun Belt Conference,Arkansas State,72
3074,6-1,Kasey Hill,Southeastern Conference,Florida,73
3075,6-5,Brandone Francis-Ramirez,Southeastern Conference,Florida,77
3076,6-8,Devin Robinson,Southeastern Conference,Florida,80
3077,6-2,KeVaughn Allen,Southeastern Conference,Florida,74
3078,6-8,Alex Murphy,Southeastern Conference,Florida,80
3079,6-8,Dorian Finney-Smith,Southeastern Conference,Florida,80
3080,6-0,Chris Chiozza,Southeastern Conference,Florida,72
3081,6-4,Zach Hodskins,Southeastern Conference,Florida,76
3082,6-9,Kevarrius Hayes,Southeastern Conference,Florida,81
3083,6-11,John Egbunu,Southeastern Conference,Florida,83
3084,6-8,Keith Stone,Southeastern Conference,Florida,80
3085,6-6,DeVon Walker,Southeastern Conference,Florida,78
