,player_height,player_name,team_conference,team_name,player_height_in
4482,6-1,Quincy Smith,Big West Conference,Hawaii,73
4483,6-11,Stefan Jovanovic,Big West Conference,Hawaii,83
4484,5-9,Brocke Stepteau,Big West Conference,Hawaii,69
4485,6-5,Aaron Valdes,Big West Conference,Hawaii,77
4486,6-3,Zach Buscher,Big West Conference,Hawaii,75
4487,6-7,Michael Thomas,Big West Conference,Hawaii,79
4488,6-11,Stefan Jankovic,Big West Conference,Hawaii,83
4489,6-8,John Brown,Big South Conference,High Point,80
4490,6-4,Brian Richardson,Big South Conference,High Point,76
4491,6-0,Austin White,Big South Conference,High Point,72
4492,6-4,Andre Fox,Big South Conference,High Point,76
4493,6-2,DeAndre Barber,Big South Conference,High Point,74
4494,6-5,Tarique Thompson,Big South Conference,High Point,77
4495,6-2,Haiishen McIntyre,Big South Conference,High Point,74
4496,6-1,Jorge Perez-Laham,Big South Conference,High Point,73
4497,6-7,Lorenzo Cugini,Big South Conference,High Point,79
4498,6-6,K.J. James,Big South Conference,High Point,78
4499,6-2,Quincy Drye,Big South Conference,High Point,74
4500,6-3,Adam Weary,Big South Conference,High Point,75
4501,6-5,Devante Wallace,Big South Conference,High Point,77
4502,6-3,Anthony Lindauer,Big South Conference,High Point,75
4503,6-7,Ricky Madison,Big South Conference,High Point,79
4504,6-6,Miles Bowman Jr.,Big South Conference,High Point,78
4505,6-1,Tr Duncan,Big South Conference,High Point,73
4506,6-7,Kion Brown,Big South Conference,Radford,79
4507,5-9,Taj Owens,Big South Conference,Radford,69
4508,6-4,Cameron Jones,Big South Conference,Radford,76
4509,5-11,Rashun Davis,Big South Conference,Radford,71
4510,6-2,YaYa Anderson,Big South Conference,Radford,74
4511,6-0,Justin Cousin,Big South Conference,Radford,72
4512,6-4,Kyle Gonzalez,Big South Conference,Radford,76
4513,6-6,Sterling Christy,Big South Conference,Radford,78
4514,6-2,Cyonte' Melvin,Big South Conference,Radford,74
4515,6-2,Ty Cannaday,Big South Conference,Radford,74
4516,6-7,Brandon Holcomb,Big South Conference,Radford,79
4517,6-8,Darius Bolstad,Big South Conference,Radford,80
4518,6-1,Devin Cooper,Big South Conference,Radford,73
4519,6-4,Christian Lutete,Big South Conference,Radford,76
4520,6-5,Ed Polite Jr,Big South Conference,Radford,77
4521,6-1,Caleb Tanner,Big South Conference,Radford,73
4522,6-2,Dakarai Henderson,Southland Conference,Sam Houston,74
4523,6-7,Jesse Lopez,Southland Conference,Sam Houston,79
4524,6-0,Josh Delaney,Southland Conference,Sam Houston,72
4525,6-4,Jamal Williams,Southland Conference,Sam Houston,76
4526,6-1,Paul Baxter,Southland Conference,Sam Houston,73
4527,6-1,Mitch McCormick,Southland Conference,Sam Houston,73
4528,6-5,Albert Almanza,Southland Conference,Sam Houston,77
4529,6-7,Aurimas Majauskas,Southland Conference,Sam Houston,79
4530,6-1,Jalin Barnes,Southland Conference,Sam Houston,73
4531,6-5,Torry Butler,Southland Conference,Sam Houston,77
4532,6-3,Cameron Delaney,Southland Conference,Sam Houston,75
4533,6-9,Marc Andre Fortin,Southland Conference,Sam Houston,81
4534,6-4,Ameer Jackson,Southland Conference,Sam Houston,76
4535,6-8,Andre Sands,Southland Conference,Sam Houston,80
4536,6-0,Jovante' Spivey,Southland Conference,Sam Houston,72
4537,6-3,Shirmane Thomas,Ohio Valley - East,Tenn Tech,75
4538,6-5,Markell Henderson,Ohio Valley - East,Tenn Tech,77
4539,6-1,Hakeem Rogers,Ohio Valley - East,Tenn Tech,73
4540,6-3,Tre Hansbrough,Ohio Valley - East,Tenn Tech,75
4541,6-8,Micaiah Henry,Ohio Valley - East,Tenn Tech,80
4542,5-11,Torrance Rowe,Ohio Valley - East,Tenn Tech,71
4543,6-9,Ryan Martin,Ohio Valley - East,Tenn Tech,81
4544,6-3,Aleksa Jugovic,Ohio Valley - East,Tenn Tech,75
4545,6-1,Savonte Frazier,Ohio Valley - East,Tenn Tech,73
4546,6-3,Conner Hall,Ohio Valley - East,Tenn Tech,75
4547,6-7,Courtney Alexander II,Ohio Valley - East,Tenn Tech,79
4548,6-2,Ty Allen,Ohio Valley - East,Tenn Tech,74
4549,6-5,Josiah Moore,Ohio Valley - East,Tenn Tech,77
4550,6-6,Mason Ramsey,Ohio Valley - East,Tenn Tech,78
4551,6-9,Anthony Morse,Ohio Valley - East,Tenn Tech,81
4552,6-11,Darius Lewis,Atlantic 10 Conference,Duquesne,83
4553,6-5,Eric James,Atlantic 10 Conference,Duquesne,77
4554,6-2,Rene Castro,Atlantic 10 Conference,Duquesne,74
4555,6-6,TySean Powell,Atlantic 10 Conference,Duquesne,78
4556,6-5,Mar'Qywell Jackson,Atlantic 10 Conference,Duquesne,77
4557,6-8,Nakye Sanders,Atlantic 10 Conference,Duquesne,80
4558,6-2,David Haus,Atlantic 10 Conference,Duquesne,74
4559,6-2,Micah Mason,Atlantic 10 Conference,Duquesne,74
4560,6-3,Jeremiah Jones,Atlantic 10 Conference,Duquesne,75
4561,6-4,Josh Steel,Atlantic 10 Conference,Duquesne,76
4562,6-5,Nick Foschia,Atlantic 10 Conference,Duquesne,77
4563,6-7,L.G. Gill,Atlantic 10 Conference,Duquesne,79
4564,6-9,Marshall Macheledt,Atlantic 10 Conference,Duquesne,81
4565,6-8,Jordan Robinson,Atlantic 10 Conference,Duquesne,80
4566,5-11,Derrick Colter,Atlantic 10 Conference,Duquesne,71
4567,6-2,Tarin Smith,Atlantic 10 Conference,Duquesne,74
4568,6-1,Craig Ponder,Colonial Athletic Association,UNC-Wilmington,73
4569,6-0,Chris Dixon,Colonial Athletic Association,UNC-Wilmington,72
4570,6-5,Chris Flemmings,Colonial Athletic Association,UNC-Wilmington,77
4571,6-6,Mark Matthews,Colonial Athletic Association,UNC-Wilmington,78
4572,6-6,Trey Grundy,Colonial Athletic Association,UNC-Wilmington,78
4573,6-0,Jordan Talley,Colonial Athletic Association,UNC-Wilmington,72
4574,6-0,Denzel Ingram,Colonial Athletic Association,UNC-Wilmington,72
4575,6-5,C.J. Bryce,Colonial Athletic Association,UNC-Wilmington,77
4576,6-9,Chuck Ogbodo,Colonial Athletic Association,UNC-Wilmington,81
4577,6-7,Devontae Cacok,Colonial Athletic Association,UNC-Wilmington,79
4578,6-9,Dylan Sherwood,Colonial Athletic Association,UNC-Wilmington,81
4579,6-7,Marcus Bryan,Colonial Athletic Association,UNC-Wilmington,79
4580,7-0,C.J. Gettys,Colonial Athletic Association,UNC-Wilmington,84
4581,6-8,Kevin Hickson,Colonial Athletic Association,UNC-Wilmington,80
4582,6-4,Nick Powell,Colonial Athletic Association,UNC-Wilmington,76
4583,6-6,Marcus Graham,Colonial Athletic Association,UNC-Wilmington,78
4584,6-1,Colton Bishop,Colonial Athletic Association,UNC-Wilmington,73
4585,6-0,JaQuel Richmond,Colonial Athletic Association,UNC-Wilmington,72
4586,6-2,Josh James,Metro Atlantic Athletic Conference,Monmouth,74
4587,6-1,Ba'shawn Mickens,Metro Atlantic Athletic Conference,Monmouth,73
4588,6-8,Greg Noack,Metro Atlantic Athletic Conference,Monmouth,80
4589,6-6,Deon Jones,Metro Atlantic Athletic Conference,Monmouth,78
4590,6-5,Micah Seaborn,Metro Atlantic Athletic Conference,Monmouth,77
4591,6-3,Je'lon Hornbeak,Metro Atlantic Athletic Conference,Monmouth,75
4592,5-8,Justin Robinson,Metro Atlantic Athletic Conference,Monmouth,68
4593,5-10,Daniel Pillari,Metro Atlantic Athletic Conference,Monmouth,70
4594,6-1,Austin Tilghman,Metro Atlantic Athletic Conference,Monmouth,73
4595,6-3,Mike DeLorenzo,Metro Atlantic Athletic Conference,Monmouth,75
4596,6-7,Collin Stewart,Metro Atlantic Athletic Conference,Monmouth,79
4597,6-10,Zac Tillman,Metro Atlantic Athletic Conference,Monmouth,82
4598,6-10,Chris Brady,Metro Atlantic Athletic Conference,Monmouth,82
4599,6-1,Elijah Pughsley,Southern Conference,W Carolina,73
4600,6-3,Mike Brown,Southern Conference,W Carolina,75
4601,5-10,Rhett Harrelson,Southern Conference,W Carolina,70
4602,6-7,Torrion Brummitt,Southern Conference,W Carolina,79
4603,6-1,Devin Peterson,Southern Conference,W Carolina,73
4604,6-5,Haboubacar Mutombo,Southern Conference,W Carolina,77
4605,6-7,Marc Gosselin,Southern Conference,W Carolina,79
4606,6-5,Deriece Parks,Southern Conference,W Carolina,77
4607,6-2,Dexter Jenkins,Southern Conference,W Carolina,74
4608,6-7,Jesse Deloach,Southern Conference,W Carolina,79
4609,6-4,Justin Browning,Southern Conference,W Carolina,76
4610,6-5,Ashley Williams,Southern Conference,W Carolina,77
4611,6-3,Aaron Williams,Southern Conference,W Carolina,75
4612,6-9,Charlendez Brooks,Southern Conference,W Carolina,81
4613,6-4,David Nwaba,Big West Conference,Cal Poly,76
4614,6-8,Aleks Abrams,Big West Conference,Cal Poly,80
4615,6-3,Trevor John,Big West Conference,Cal Poly,75
4616,6-2,Reese Morgan,Big West Conference,Cal Poly,74
4617,6-1,Ridge Shipley,Big West Conference,Cal Poly,73
4618,6-3,Taylor Sutlive,Big West Conference,Cal Poly,75
4619,6-1,Mark Patterson,Big West Conference,Cal Poly,73
4620,6-9,Luke Meikle,Big West Conference,Cal Poly,81
4621,6-7,Joel Awich,Big West Conference,Cal Poly,79
4622,6-9,Brian Bennett,Big West Conference,Cal Poly,81
4623,6-8,Zach Gordon,Big West Conference,Cal Poly,80
4624,6-1,JeQuan Lewis,Atlantic 10 Conference,VCU,73
4625,6-4,Samir Doughty,Atlantic 10 Conference,VCU,76
4626,5-9,Jordan Riullano,Atlantic 10 Conference,VCU,69
4627,6-7,Justin Tillman,Atlantic 10 Conference,VCU,79
4628,6-4,Doug Brooks,Atlantic 10 Conference,VCU,76
4629,6-1,Jonathan Williams,Atlantic 10 Conference,VCU,73
4630,6-10,Michael Gilmore,Atlantic 10 Conference,VCU,82
4631,6-7,Mo Alie-Cox,Atlantic 10 Conference,VCU,79
4632,5-8,Torey Burston,Atlantic 10 Conference,VCU,68
4633,6-5,Jordan Burgess,Atlantic 10 Conference,VCU,77
4634,6-7,Gerron Scissum,Atlantic 10 Conference,VCU,79
4635,6-9,Ahmad Hamdy Mohamed,Atlantic 10 Conference,VCU,81
4636,6-4,Korey Billbury,Atlantic 10 Conference,VCU,76
4637,6-4,Melvin Johnson,Atlantic 10 Conference,VCU,76
4638,6-9,Johnathan Nwankwo,Atlantic 10 Conference,VCU,81
4639,6-9,David Onuorah,Ivy League,Cornell,81
4640,6-2,Darryl Smith,Ivy League,Cornell,74
4641,6-5,Donovan Wright,Ivy League,Cornell,77
4642,6-4,Troy Whiteside,Ivy League,Cornell,76
4643,6-2,Robert Hatter,Ivy League,Cornell,74
4644,6-3,Matt Morgan,Ivy League,Cornell,75
4645,5-11,Desmond Fleming,Ivy League,Cornell,71
4646,6-7,Jordan Abdur-Ra'oof,Ivy League,Cornell,79
4647,6-9,Stone Gettings,Ivy League,Cornell,81
4648,6-11,Braxston Bunce,Ivy League,Cornell,83
4649,6-3,Wil Bathurst,Ivy League,Cornell,75
4650,6-2,Kyle Brown,Ivy League,Cornell,74
4651,6-3,Robert Mischler,Ivy League,Cornell,75
4652,6-3,Joel Davis,Ivy League,Cornell,75
4653,6-5,Pat Smith,Ivy League,Cornell,77
4654,5-11,JoJo Fallas,Ivy League,Cornell,71
4655,6-8,Joseph Bayless,Ivy League,Cornell,80
4656,6-5,Jack Gordon,Ivy League,Cornell,77
4657,6-7,Xavier Eaglin,Ivy League,Cornell,79
4658,6-7,Mike Kirkland Jr,Metro Atlantic Athletic Conference,Fairfield,79
4659,5-11,Jerome Segura,Metro Atlantic Athletic Conference,Fairfield,71
4660,6-2,Jerry Johnson Jr,Metro Atlantic Athletic Conference,Fairfield,74
4661,6-3,Tyler Nelson,Metro Atlantic Athletic Conference,Fairfield,75
4662,6-1,Jared Harper,Metro Atlantic Athletic Conference,Fairfield,73
4663,6-9,Scott King Jr,Metro Atlantic Athletic Conference,Fairfield,81
4664,6-3,Thomas Nolan,Metro Atlantic Athletic Conference,Fairfield,75
4665,6-8,Jonathan Kasibabu,Metro Atlantic Athletic Conference,Fairfield,80
4666,6-6,Marcus Gilbert,Metro Atlantic Athletic Conference,Fairfield,78
4667,6-6,Matt Hill,Metro Atlantic Athletic Conference,Fairfield,78
4668,6-8,Amadou Sidibe,Metro Atlantic Athletic Conference,Fairfield,80
4669,6-7,Steve Smith,Metro Atlantic Athletic Conference,Fairfield,79
4670,5-6,Andrew Leone,Metro Atlantic Athletic Conference,Fairfield,66
4671,6-4,Curtis Cobb,Metro Atlantic Athletic Conference,Fairfield,76
4672,6-9,Matija Milin,Metro Atlantic Athletic Conference,Fairfield,81
4673,6-6,Coleman Johnson,Metro Atlantic Athletic Conference,Fairfield,78
4674,6-9,Kevin Degnan,Metro Atlantic Athletic Conference,Fairfield,81
4675,6-9,Trey Thompson,Southeastern Conference,Arkansas,81
4676,6-3,Dusty Hannahs,Southeastern Conference,Arkansas,75
4677,6-1,Jabril Durham,Southeastern Conference,Arkansas,73
4678,6-3,Anthlon Bell,Southeastern Conference,Arkansas,75
4679,6-7,Dustin Thomas,Southeastern Conference,Arkansas,79
4680,6-5,Nick Babb,Southeastern Conference,Arkansas,77
4681,6-7,Lorenzo Jenkins,Southeastern Conference,Arkansas,79
4682,6-3,Manuale Watkins,Southeastern Conference,Arkansas,75
4683,6-4,Jimmy Whitt,Southeastern Conference,Arkansas,76
4684,6-1,Anton Beard,Southeastern Conference,Arkansas,73
4685,6-10,Moses Kingsley,Southeastern Conference,Arkansas,82
4686,6-10,Willy Kouassi,Southeastern Conference,Arkansas,82
4687,6-7,Keaton Miles,Southeastern Conference,Arkansas,79
4688,6-6,Alec Wnuk,Big South Conference,UNC Asheville,78
4689,6-1,Trae Bryant,Big South Conference,UNC Asheville,73
4690,6-3,Jack Costigan,Big South Conference,UNC Asheville,75
4691,6-2,Kevin Vannatta,Big South Conference,UNC Asheville,74
4692,6-5,Isaiah White,Big South Conference,UNC Asheville,77
4693,6-3,Raekwon Miller,Big South Conference,UNC Asheville,75
4694,6-3,David Robertson,Big South Conference,UNC Asheville,75
4695,6-3,Ahmad Thomas,Big South Conference,UNC Asheville,75
4696,6-9,Giacomo Zilli,Big South Conference,UNC Asheville,81
4697,6-5,Dwayne Sutton,Big South Conference,UNC Asheville,77
4698,6-5,Dylan Smith,Big South Conference,UNC Asheville,77
4699,6-3,Jacob Casper,Big South Conference,UNC Asheville,75
4700,6-4,Sam Hughes,Big South Conference,UNC Asheville,76
4701,6-6,Will Weeks,Big South Conference,UNC Asheville,78
4702,6-10,John Cannon,Big South Conference,UNC Asheville,82
4703,5-8,William Dupuy,Atlantic 10 Conference,Dayton,68
4704,6-4,Darrell Davis,Atlantic 10 Conference,Dayton,76
4705,6-9,Sam Miller,Atlantic 10 Conference,Dayton,81
4706,6-1,Kyle Davis,Atlantic 10 Conference,Dayton,73
4707,6-11,Steve McElvene,Atlantic 10 Conference,Dayton,83
4708,6-2,Scoochie Smith,Atlantic 10 Conference,Dayton,74
4709,5-11,Jeremiah Bonsu,Atlantic 10 Conference,Dayton,71
4710,6-2,John Crosby,Atlantic 10 Conference,Dayton,74
4711,6-8,Xeryius Williams,Atlantic 10 Conference,Dayton,80
4712,6-6,Dyshawn Pierre,Atlantic 10 Conference,Dayton,78
4713,6-6,Bobby Wehrli,Atlantic 10 Conference,Dayton,78
4714,6-3,Nick Haldes,Atlantic 10 Conference,Dayton,75
4715,6-6,Kendall Pollard,Atlantic 10 Conference,Dayton,78
4716,6-7,Ryan Mikesell,Atlantic 10 Conference,Dayton,79
4717,6-2,Joey Gruden,Atlantic 10 Conference,Dayton,74
4718,6-5,Charles Cooke,Atlantic 10 Conference,Dayton,77
4719,6-7,Josh Cunningham,Atlantic 10 Conference,Dayton,79
4720,6-5,Brian Ishola,Summit League,North Dakota St,77
4721,6-4,Paul Miller,Summit League,North Dakota St,76
4722,6-3,Carlin Dupree,Summit League,North Dakota St,75
4723,6-3,Malik Clements,Summit League,North Dakota St,75
4724,6-3,Khy Kabellis,Summit League,North Dakota St,75
4725,6-6,A.J. Jacobson,Summit League,North Dakota St,78
4726,6-4,Kory Brown,Summit League,North Dakota St,76
4727,6-8,Deng Geu,Summit League,North Dakota St,80
4728,6-7,Trey Miller,Summit League,North Dakota St,79
4729,6-9,Spencer Eliason,Summit League,North Dakota St,81
4730,6-7,Evan Wesenberg,Summit League,North Dakota St,79
4731,6-8,Chris Kading,Summit League,North Dakota St,80
4732,6-6,Dexter Werner,Summit League,North Dakota St,78
4733,6-9,Dylan Miller,Summit League,North Dakota St,81
4734,6-5,Matt Kourouma,Summit League,North Dakota St,77
4735,6-7,Rashard Kelly,Missouri Valley Conference,Wichita State,79
4736,6-6,Zach Brown,Missouri Valley Conference,Wichita State,78
4737,6-4,Evan Wessel,Missouri Valley Conference,Wichita State,76
4738,6-6,Zach Bush,Missouri Valley Conference,Wichita State,78
4739,6-2,Ty Taylor II,Missouri Valley Conference,Wichita State,74
4740,6-4,Landry Shamet,Missouri Valley Conference,Wichita State,76
4741,6-9,Brett Barney,Missouri Valley Conference,Wichita State,81
4742,5-10,John Robert Simon,Missouri Valley Conference,Wichita State,70
4743,6-8,Anton Grady,Missouri Valley Conference,Wichita State,80
4744,6-10,Rauno Nurger,Missouri Valley Conference,Wichita State,82
4745,6-11,Bush Wamukota,Missouri Valley Conference,Wichita State,83
4746,6-0,Fred VanVleet,Missouri Valley Conference,Wichita State,72
4747,6-7,Shaquille Morris,Missouri Valley Conference,Wichita State,79
4748,6-2,D. J. Bowles,Missouri Valley Conference,Wichita State,74
4749,6-9,Eric Hamilton,Missouri Valley Conference,Wichita State,81
4750,6-4,Ron Baker,Missouri Valley Conference,Wichita State,76
4751,6-8,Markis McDuffie,Missouri Valley Conference,Wichita State,80
4752,6-1,Conner Frankamp,Missouri Valley Conference,Wichita State,73
4753,5-11,Marlon Beck,America East Conference,Binghamton,71
4754,6-1,Timmy Rose,America East Conference,Binghamton,73
4755,6-0,Yosef Yacob,America East Conference,Binghamton,72
4756,6-6,Romello Walker,America East Conference,Binghamton,78
4757,6-2,John Rinaldi,America East Conference,Binghamton,74
4758,6-6,Jordan McRae,America East Conference,Binghamton,78
4759,6-6,Bobby Ahearn,America East Conference,Binghamton,78
4760,6-3,Everson Davis,America East Conference,Binghamton,75
4761,6-5,Justin McFadden,America East Conference,Binghamton,77
4762,6-6,John Schurman,America East Conference,Binghamton,78
4763,6-9,Thomas Bruce,America East Conference,Binghamton,81
4764,6-3,J.C. Show,America East Conference,Binghamton,75
4765,6-9,Dusan Perovic,America East Conference,Binghamton,81
4766,6-6,Willie Rodriguez,America East Conference,Binghamton,78
4767,6-4,Karon Waller,America East Conference,Binghamton,76
4768,6-7,DeAndre Abram,Atlantic 10 Conference,George Mason,79
4769,6-2,Kameron Murrell,Atlantic 10 Conference,George Mason,74
4770,6-1,Patrick Holloway,Atlantic 10 Conference,George Mason,73
4771,5-11,Otis Livingston II,Atlantic 10 Conference,George Mason,71
4772,6-8,Marko Gujanicic,Atlantic 10 Conference,George Mason,80
4773,5-7,Myles Tate,Atlantic 10 Conference,George Mason,67
4774,5-7,Myles Tate,Atlantic 10 Conference,George Mason,67
4775,6-11,Shevon Thompson,Atlantic 10 Conference,George Mason,83
4776,6-10,Danny Dixon,Atlantic 10 Conference,George Mason,82
4777,6-2,Marquise Moore,Atlantic 10 Conference,George Mason,74
4778,6-7,Therence Mayimba,Atlantic 10 Conference,George Mason,79
4779,6-8,Julian Royal,Atlantic 10 Conference,George Mason,80
4780,6-7,Michael Rudy,Atlantic 10 Conference,George Mason,79
4781,6-7,Jalen Jenkins,Atlantic 10 Conference,George Mason,79
4782,6-2,Jordan Baker,Conference USA,Old Dominion,74
4783,6-4,Aaron Bacote,Conference USA,Old Dominion,76
4784,5-11,Martin Shaw,Conference USA,Old Dominion,71
4785,6-5,B.J. Stith,Conference USA,Old Dominion,77
4786,6-7,Javonte Douglas,Conference USA,Old Dominion,79
4787,6-8,Austin Colbert,Conference USA,Old Dominion,80
4788,7-0,Payton Pervier,Conference USA,Old Dominion,84
4789,6-6,Aaron Carver,Conference USA,Old Dominion,78
4790,6-10,Trey Porter,Conference USA,Old Dominion,82
4791,6-2,Trey Freeman,Conference USA,Old Dominion,74
4792,6-7,Denzell Taylor,Conference USA,Old Dominion,79
4793,6-2,Ambrose Mosley,Conference USA,Old Dominion,74
4794,6-6,Stephen Vassor,Conference USA,Old Dominion,78
4795,6-7,Zoran Talley,Conference USA,Old Dominion,79
4796,6-7,Brandan Stith,Conference USA,Old Dominion,79
4797,6-8,Nik Biberaj,Conference USA,Old Dominion,80
4798,6-9,Kerem Kanter,Horizon League,Green Bay,81
4799,6-7,Turner Botz,Horizon League,Green Bay,79
4800,6-2,Khalil Small,Horizon League,Green Bay,74
4801,6-7,Jordan Fouse,Horizon League,Green Bay,79
4802,6-1,Carrington Love,Horizon League,Green Bay,73
4803,6-4,Tevin Findlay,Horizon League,Green Bay,76
4804,6-8,Kenneth Lowe,Horizon League,Green Bay,80
4805,6-11,Henry Uwadiae,Horizon League,Green Bay,83
4806,6-6,Marvin Smith,Southern Conference,UNC Greensboro,78
4807,6-1,Asad Lamot,Southern Conference,UNC Greensboro,73
4808,6-2,Michael Adams,Southern Conference,UNC Greensboro,74
4809,6-3,Cj Coleman,Southern Conference,UNC Greensboro,75
4810,6-6,Tevon Saddler,Southern Conference,UNC Greensboro,78
4811,6-5,Kayel Locke,Southern Conference,UNC Greensboro,77
4812,6-5,Garrett Collins,Southern Conference,UNC Greensboro,77
4813,6-4,Modestas Masilionis,Southern Conference,UNC Greensboro,76
4814,6-0,Diante Baldwin,Southern Conference,UNC Greensboro,72
4815,6-11,Lloyd Burgess,Southern Conference,UNC Greensboro,83
4816,6-0,Clay Byrd,Southern Conference,UNC Greensboro,72
4817,6-9,Jordy Kuiper,Southern Conference,UNC Greensboro,81
4818,6-8,RJ White,Southern Conference,UNC Greensboro,80
4819,6-7,Chris Jenkins,Horizon League,Detroit,79
4820,6-5,Anton Wilson,Horizon League,Detroit,77
4821,6-7,Jalen Gibson,Horizon League,Detroit,79
4822,6-2,Carlton Brundidge,Horizon League,Detroit,74
4823,6-0,Matthew Grant,Horizon League,Detroit,72
4824,6-1,Jarod Williams,Horizon League,Detroit,73
4825,6-7,Aaron Foster-Smith,Horizon League,Detroit,79
4826,6-6,Jaleel Hogan,Horizon League,Detroit,78
4827,6-0,Josh McFolley,Horizon League,Detroit,72
